id_odsp,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n,match result,betting result,bookmaker correct?
Qwzy1mAp/,/soccer/germany/bundesliga-2012-2013/schalke-b-monchengladbach-Qwzy1mAp/,TRUE,01/12/2012,D1,2013,germany,Schalke 04,Borussia Monchengladbach,1,1,1.53,4.55,7.6,NA,NA,NA,NA,draw,DRAW,
Wz3HddAa/,/soccer/spain/primera-division-2012-2013/valencia-real-sociedad-Wz3HddAa/,TRUE,01/12/2012,SP1,2013,spain,Valencia,Real Sociedad,2,5,1.74,4.01,5.7,NA,NA,NA,NA,away win,OUTLIER,FALSE
xAs1Bwo0/,/soccer/italy/serie-a-2012-2013/juventus-torino-xAs1Bwo0/,TRUE,01/12/2012,I1,2013,italy,Juventus,Torino,3,0,1.38,5.2,12,NA,NA,NA,NA,home win,FAVORITE,TRUE
xMLlpvfI/,/soccer/england/premier-league-2012-2013/arsenal-swansea-xMLlpvfI/,FALSE,01/12/2012,E0,2013,england,Arsenal,Swansea,0,2,1.51,4.65,7.8,NA,NA,NA,NA,away win,OUTLIER,FALSE
YsEC77gO/,/soccer/france/ligue-1-2012-2013/bordeaux-sochaux-YsEC77gO/,TRUE,01/12/2012,F1,2013,france,Bordeaux,Sochaux,2,2,1.48,4.4,10,NA,NA,NA,NA,draw,DRAW,
zFj6JqAc/,/soccer/england/premier-league-2012-2013/liverpool-southampton-zFj6JqAc/,FALSE,01/12/2012,E0,2013,england,Liverpool,Southampton,1,0,1.4,5.4,9.97,NA,NA,NA,NA,home win,FAVORITE,TRUE
4l1PfzuC/,/soccer/spain/primera-division-2012-2013/granada-cf-espanyol-4l1PfzuC/,TRUE,02/12/2012,SP1,2013,spain,Granada,Espanyol,0,0,2.2,3.45,3.85,NA,NA,NA,NA,draw,DRAW,
dCc29HFC/,/soccer/italy/serie-a-2012-2013/napoli-pescara-dCc29HFC/,TRUE,02/12/2012,I1,2013,italy,Napoli,US Pescara,5,1,1.22,7.4,20.64,NA,NA,NA,NA,home win,FAVORITE,TRUE
f7JMPl9h/,/soccer/france/ligue-1-2012-2013/brest-marseille-f7JMPl9h/,TRUE,02/12/2012,F1,2013,france,Brest,Marseille,1,2,3.75,3.2,2.36,NA,NA,NA,NA,away win,FAVORITE,TRUE
G0t5Ac06/,/soccer/italy/serie-a-2012-2013/lazio-parma-G0t5Ac06/,TRUE,02/12/2012,I1,2013,italy,Lazio,Parma,2,1,1.93,3.65,4.8,NA,NA,NA,NA,home win,FAVORITE,TRUE
GxbIJ1wK/,/soccer/italy/serie-a-2012-2013/bologna-atalanta-GxbIJ1wK/,TRUE,02/12/2012,I1,2013,italy,Bologna,Atalanta,2,1,2.44,3.3,3.45,NA,NA,NA,NA,home win,FAVORITE,TRUE
IXMMOj2i/,/soccer/germany/bundesliga-2012-2013/wolfsburg-hamburger-IXMMOj2i/,TRUE,02/12/2012,D1,2013,germany,VfL Wolfsburg,Hamburg SV,1,1,2,3.85,4.2,NA,NA,NA,NA,draw,DRAW,
l6plXK7J/,/soccer/italy/serie-a-2012-2013/udinese-cagliari-l6plXK7J/,TRUE,02/12/2012,I1,2013,italy,Udinese,Cagliari,4,1,2.38,3.3,3.65,NA,NA,NA,NA,home win,FAVORITE,TRUE
Mu0rBePh/,/soccer/spain/primera-division-2012-2013/mallorca-zaragoza-Mu0rBePh/,TRUE,02/12/2012,SP1,2013,spain,Mallorca,Real Zaragoza,1,1,2.42,3.41,3.5,NA,NA,NA,NA,draw,DRAW,
nLllEu1s/,/soccer/italy/serie-a-2012-2013/fiorentina-sampdoria-nLllEu1s/,TRUE,02/12/2012,I1,2013,italy,Fiorentina,Sampdoria,2,2,1.56,4.15,8.4,NA,NA,NA,NA,draw,DRAW,
O4K7HcnP/,/soccer/spain/primera-division-2012-2013/dep-la-coruna-betis-O4K7HcnP/,TRUE,02/12/2012,SP1,2013,spain,Deportivo La Coruna,Real Betis,2,3,2.22,3.7,3.55,NA,NA,NA,NA,away win,OUTLIER,FALSE
Q3qJGsfG/,/soccer/england/premier-league-2012-2013/norwich-sunderland-Q3qJGsfG/,FALSE,02/12/2012,E0,2013,england,Norwich City,Sunderland,2,1,2.1,3.5,4.34,NA,NA,NA,NA,home win,FAVORITE,TRUE
rgLaA995/,/soccer/france/ligue-1-2012-2013/troyes-rennes-rgLaA995/,TRUE,02/12/2012,F1,2013,france,Troyes,Stade Rennes,2,3,3.2,3.35,2.6,NA,NA,NA,NA,away win,FAVORITE,TRUE
rk1vCyAn/,/soccer/spain/primera-division-2012-2013/celta-vigo-levante-rk1vCyAn/,TRUE,02/12/2012,SP1,2013,spain,Celta Vigo,Levante,1,1,1.95,3.8,4.59,NA,NA,NA,NA,draw,DRAW,
rmrcCJVg/,/soccer/italy/serie-a-2012-2013/inter-palermo-rmrcCJVg/,TRUE,02/12/2012,I1,2013,italy,Internazionale,Palermo,1,0,1.46,5,9.5,NA,NA,NA,NA,home win,FAVORITE,TRUE
U7QQNAHc/,/soccer/germany/bundesliga-2012-2013/hoffenheim-werder-bremen-U7QQNAHc/,TRUE,02/12/2012,D1,2013,germany,TSG Hoffenheim,Werder Bremen,1,4,2.58,3.85,2.82,NA,NA,NA,NA,away win,OUTLIER,FALSE
UqvgDaGm/,/soccer/italy/serie-a-2012-2013/genoa-chievo-UqvgDaGm/,TRUE,02/12/2012,I1,2013,italy,Genoa,Chievo Verona,2,4,2.46,3.23,3.5,NA,NA,NA,NA,away win,OUTLIER,FALSE
vLE88mvI/,/soccer/france/ligue-1-2012-2013/lorient-toulouse-vLE88mvI/,TRUE,02/12/2012,F1,2013,france,Lorient,Toulouse,1,0,2.85,3.25,2.92,NA,NA,NA,NA,home win,FAVORITE,TRUE
z3d68yVI/,/soccer/italy/serie-a-2012-2013/siena-as-roma-z3d68yVI/,TRUE,02/12/2012,I1,2013,italy,Siena,AS Roma,1,3,3.51,3.85,2.18,NA,NA,NA,NA,away win,FAVORITE,TRUE
dUvFHNvA/,/soccer/england/premier-league-2012-2013/newcastle-utd-wigan-dUvFHNvA/,FALSE,03/12/2012,E0,2013,england,Newcastle,Wigan,3,0,2.08,3.52,4.2,NA,NA,NA,NA,home win,FAVORITE,TRUE
WAXLgffI/,/soccer/spain/primera-division-2012-2013/sevilla-valladolid-WAXLgffI/,TRUE,03/12/2012,SP1,2013,spain,Sevilla,Real Valladolid,1,2,1.74,3.9,5.8,NA,NA,NA,NA,away win,OUTLIER,FALSE
IqDAOaUF/,/soccer/france/ligue-1-2012-2013/toulouse-bastia-IqDAOaUF/,TRUE,07/12/2012,F1,2013,france,Toulouse,Bastia,0,0,1.78,3.87,5.8,NA,NA,NA,NA,draw,DRAW,
O4da7DOH/,/soccer/spain/primera-division-2012-2013/espanyol-sevilla-O4da7DOH/,TRUE,07/12/2012,SP1,2013,spain,Espanyol,Sevilla,2,2,2.75,3.5,2.82,NA,NA,NA,NA,draw,DRAW,
xf59YRVF/,/soccer/germany/bundesliga-2012-2013/hamburger-hoffenheim-xf59YRVF/,TRUE,07/12/2012,D1,2013,germany,Hamburg SV,TSG Hoffenheim,2,0,2.24,3.64,3.6,NA,NA,NA,NA,home win,FAVORITE,TRUE
29lhWvNP/,/soccer/italy/serie-a-2012-2013/atalanta-parma-29lhWvNP/,TRUE,08/12/2012,I1,2013,italy,Atalanta,Parma,2,1,2.44,3.36,3.4,NA,NA,NA,NA,home win,FAVORITE,TRUE
6csnKG08/,/soccer/england/premier-league-2012-2013/aston-villa-stoke-city-6csnKG08/,FALSE,08/12/2012,E0,2013,england,Aston Villa,Stoke City,0,0,2.76,3.2,3.05,NA,NA,NA,NA,draw,DRAW,
baGwM68H/,/soccer/france/ligue-1-2012-2013/troyes-nice-baGwM68H/,TRUE,08/12/2012,F1,2013,france,Troyes,Nice,1,1,2.9,3.3,2.8,NA,NA,NA,NA,draw,DRAW,
beMQCYhr/,/soccer/england/premier-league-2012-2013/southampton-reading-beMQCYhr/,FALSE,08/12/2012,E0,2013,england,Southampton,Reading,1,0,1.93,3.9,4.4,NA,NA,NA,NA,home win,FAVORITE,TRUE
CfbIDQgj/,/soccer/germany/bundesliga-2012-2013/vfb-stuttgart-schalke-CfbIDQgj/,TRUE,08/12/2012,D1,2013,germany,VfB Stuttgart,Schalke 04,3,1,3.21,3.55,2.42,NA,NA,NA,NA,home win,OUTLIER,FALSE
CUhe8g9B/,/soccer/spain/primera-division-2012-2013/malaga-granada-cf-CUhe8g9B/,TRUE,08/12/2012,SP1,2013,spain,Malaga,Granada,4,0,1.58,4.5,7.2,NA,NA,NA,NA,home win,FAVORITE,TRUE
GCKhqb9O/,/soccer/england/premier-league-2012-2013/swansea-norwich-GCKhqb9O/,FALSE,08/12/2012,E0,2013,england,Swansea,Norwich City,3,4,1.75,3.97,5.7,NA,NA,NA,NA,away win,OUTLIER,FALSE
ImTB3bhj/,/soccer/france/ligue-1-2012-2013/montpellier-ac-ajaccio-ImTB3bhj/,TRUE,08/12/2012,F1,2013,france,Montpellier,AC Ajaccio,3,0,1.67,4,6.9,NA,NA,NA,NA,home win,FAVORITE,TRUE
IRe36XwO/,/soccer/spain/primera-division-2012-2013/valladolid-real-madrid-IRe36XwO/,TRUE,08/12/2012,SP1,2013,spain,Real Valladolid,Real Madrid,2,3,10,5.6,1.39,NA,NA,NA,NA,away win,FAVORITE,TRUE
jF4nAFva/,/soccer/spain/primera-division-2012-2013/osasuna-valencia-jF4nAFva/,TRUE,08/12/2012,SP1,2013,spain,Osasuna,Valencia,0,1,2.92,3.45,2.7,NA,NA,NA,NA,away win,FAVORITE,TRUE
jw3cyUoc/,/soccer/germany/bundesliga-2012-2013/nurnberg-dusseldorf-jw3cyUoc/,TRUE,08/12/2012,D1,2013,germany,Nurnberg,Fortuna Dusseldorf,2,0,1.84,3.75,5.2,NA,NA,NA,NA,home win,FAVORITE,TRUE
jZCVNSw5/,/soccer/france/ligue-1-2012-2013/nancy-valenciennes-jZCVNSw5/,TRUE,08/12/2012,F1,2013,france,AS Nancy Lorraine,Valenciennes,1,1,2.73,3.35,3.1,NA,NA,NA,NA,draw,DRAW,
KIfEXooM/,/soccer/germany/bundesliga-2012-2013/eintracht-frankfurt-werder-bremen-KIfEXooM/,TRUE,08/12/2012,D1,2013,germany,Eintracht Frankfurt,Werder Bremen,4,1,2.48,3.85,2.94,NA,NA,NA,NA,home win,FAVORITE,TRUE
O2JxAWx1/,/soccer/england/premier-league-2012-2013/wigan-qpr-O2JxAWx1/,FALSE,08/12/2012,E0,2013,england,Wigan,QPR,2,2,2.25,3.7,3.55,NA,NA,NA,NA,draw,DRAW,
Oj15Z7G9/,/soccer/germany/bundesliga-2012-2013/augsburg-bayern-munich-Oj15Z7G9/,TRUE,08/12/2012,D1,2013,germany,FC Augsburg,Bayern Munich,0,2,15.5,7.01,1.26,NA,NA,NA,NA,away win,FAVORITE,TRUE
rRKcR1pc/,/soccer/france/ligue-1-2012-2013/paris-sg-evian-tg-rRKcR1pc/,TRUE,08/12/2012,F1,2013,france,Paris Saint-Germain,Evian Thonon Gaillard,4,0,1.25,7.1,17,NA,NA,NA,NA,home win,FAVORITE,TRUE
tC7nJnWS/,/soccer/germany/bundesliga-2012-2013/dortmund-wolfsburg-tC7nJnWS/,TRUE,08/12/2012,D1,2013,germany,Borussia Dortmund,VfL Wolfsburg,2,3,1.29,6.6,13,NA,NA,NA,NA,away win,OUTLIER,FALSE
U53j9Zg5/,/soccer/spain/primera-division-2012-2013/real-sociedad-getafe-U53j9Zg5/,TRUE,08/12/2012,SP1,2013,spain,Real Sociedad,Getafe,1,1,2,3.65,4.4,NA,NA,NA,NA,draw,DRAW,
UT11zl13/,/soccer/germany/bundesliga-2012-2013/freiburg-greuther-furth-UT11zl13/,TRUE,08/12/2012,D1,2013,germany,SC Freiburg,SpVgg Greuther Furth,1,0,1.66,4.3,6.6,NA,NA,NA,NA,home win,FAVORITE,TRUE
Uub3eXN7/,/soccer/england/premier-league-2012-2013/arsenal-west-brom-Uub3eXN7/,FALSE,08/12/2012,E0,2013,england,Arsenal,West Brom,2,0,1.6,4.25,7.2,NA,NA,NA,NA,home win,FAVORITE,TRUE
vgE6PuF9/,/soccer/france/ligue-1-2012-2013/rennes-brest-vgE6PuF9/,TRUE,08/12/2012,F1,2013,france,Stade Rennes,Brest,2,2,1.67,3.9,7.6,NA,NA,NA,NA,draw,DRAW,
xnLUBh8l/,/soccer/england/premier-league-2012-2013/sunderland-chelsea-xnLUBh8l/,FALSE,08/12/2012,E0,2013,england,Sunderland,Chelsea,1,3,7.2,3.95,1.65,NA,NA,NA,NA,away win,FAVORITE,TRUE
zHyuNzpC/,/soccer/italy/serie-a-2012-2013/as-roma-fiorentina-zHyuNzpC/,TRUE,08/12/2012,I1,2013,italy,AS Roma,Fiorentina,4,2,2.14,3.95,3.65,NA,NA,NA,NA,home win,FAVORITE,TRUE
zPw74vwp/,/soccer/france/ligue-1-2012-2013/sochaux-lille-zPw74vwp/,TRUE,08/12/2012,F1,2013,france,Sochaux,Lille,1,1,4.5,3.65,2,NA,NA,NA,NA,draw,DRAW,
8UZnLEEO/,/soccer/italy/serie-a-2012-2013/siena-catania-8UZnLEEO/,TRUE,09/12/2012,I1,2013,italy,Siena,Catania,1,3,2.42,3.25,3.45,NA,NA,NA,NA,away win,OUTLIER,FALSE
dhRDQzPu/,/soccer/spain/primera-division-2012-2013/betis-barcelona-dhRDQzPu/,TRUE,09/12/2012,SP1,2013,spain,Real Betis,Barcelona,1,2,11.59,6.4,1.32,NA,NA,NA,NA,away win,FAVORITE,TRUE
dIf75igU/,/soccer/spain/primera-division-2012-2013/atl-madrid-dep-la-coruna-dIf75igU/,TRUE,09/12/2012,SP1,2013,spain,Atletico Madrid,Deportivo La Coruna,6,0,1.26,7.8,15.5,NA,NA,NA,NA,home win,FAVORITE,TRUE
f7TWOdFa/,/soccer/italy/serie-a-2012-2013/palermo-juventus-f7TWOdFa/,TRUE,09/12/2012,I1,2013,italy,Palermo,Juventus,0,1,6.6,4.32,1.64,NA,NA,NA,NA,away win,FAVORITE,TRUE
GGUSPx0g/,/soccer/italy/serie-a-2012-2013/inter-napoli-GGUSPx0g/,TRUE,09/12/2012,I1,2013,italy,Internazionale,Napoli,2,1,2.34,3.45,3.45,NA,NA,NA,NA,home win,FAVORITE,TRUE
hEqbHEpR/,/soccer/england/premier-league-2012-2013/manchester-city-manchester-united-hEqbHEpR/,FALSE,09/12/2012,E0,2013,england,Manchester City,Manchester Utd,2,3,2.18,3.52,3.96,NA,NA,NA,NA,away win,OUTLIER,FALSE
IXbEE6vp/,/soccer/germany/bundesliga-2012-2013/b-monchengladbach-mainz-IXbEE6vp/,TRUE,09/12/2012,D1,2013,germany,Borussia Monchengladbach,Mainz,2,0,2.56,3.4,3.15,NA,NA,NA,NA,home win,FAVORITE,TRUE
jocMCp9d/,/soccer/germany/bundesliga-2012-2013/hannover-bayer-leverkusen-jocMCp9d/,TRUE,09/12/2012,D1,2013,germany,Hannover 96,Bayer Leverkusen,3,2,3.3,3.65,2.36,NA,NA,NA,NA,home win,OUTLIER,FALSE
MHJ1QLa3/,/soccer/france/ligue-1-2012-2013/reims-bordeaux-MHJ1QLa3/,TRUE,09/12/2012,F1,2013,france,Stade de Reims,Bordeaux,0,0,4.33,3.35,2.15,NA,NA,NA,NA,draw,DRAW,
nsQOQIpm/,/soccer/italy/serie-a-2012-2013/cagliari-chievo-nsQOQIpm/,TRUE,09/12/2012,I1,2013,italy,Cagliari,Chievo Verona,0,2,2.04,3.35,4.9,NA,NA,NA,NA,away win,OUTLIER,FALSE
pCKYACNf/,/soccer/england/premier-league-2012-2013/west-ham-liverpool-pCKYACNf/,FALSE,09/12/2012,E0,2013,england,West Ham,Liverpool,2,3,3.3,3.35,2.5,NA,NA,NA,NA,away win,FAVORITE,TRUE
pltjJzGE/,/soccer/england/premier-league-2012-2013/everton-tottenham-pltjJzGE/,FALSE,09/12/2012,E0,2013,england,Everton,Tottenham,2,1,1.97,3.82,4.3,NA,NA,NA,NA,home win,FAVORITE,TRUE
pnJVqbiP/,/soccer/italy/serie-a-2012-2013/torino-ac-milan-pnJVqbiP/,TRUE,09/12/2012,I1,2013,italy,Torino,AC Milan,2,4,4.2,3.48,2.15,NA,NA,NA,NA,away win,FAVORITE,TRUE
U5PLOEgh/,/soccer/spain/primera-division-2012-2013/levante-mallorca-U5PLOEgh/,TRUE,09/12/2012,SP1,2013,spain,Levante,Mallorca,4,0,2.31,3.4,3.63,NA,NA,NA,NA,home win,FAVORITE,TRUE
UNWF2I7d/,/soccer/france/ligue-1-2012-2013/marseille-lorient-UNWF2I7d/,TRUE,09/12/2012,F1,2013,france,Marseille,Lorient,0,3,1.65,4.2,6.6,NA,NA,NA,NA,away win,OUTLIER,FALSE
UPBZMngB/,/soccer/france/ligue-1-2012-2013/st-etienne-lyon-UPBZMngB/,TRUE,09/12/2012,F1,2013,france,St Etienne,Lyon,0,1,2.4,3.4,3.45,NA,NA,NA,NA,away win,OUTLIER,FALSE
xWIyOGU5/,/soccer/italy/serie-a-2012-2013/pescara-genoa-xWIyOGU5/,TRUE,09/12/2012,I1,2013,italy,US Pescara,Genoa,2,0,2.72,3.45,2.9,NA,NA,NA,NA,home win,FAVORITE,TRUE
zqQHPfvn/,/soccer/spain/primera-division-2012-2013/ath-bilbao-celta-vigo-zqQHPfvn/,TRUE,09/12/2012,SP1,2013,spain,Athletic Bilbao,Celta Vigo,1,0,2.09,3.6,4.05,NA,NA,NA,NA,home win,FAVORITE,TRUE
8jRKRbVt/,/soccer/italy/serie-a-2012-2013/bologna-lazio-8jRKRbVt/,TRUE,10/12/2012,I1,2013,italy,Bologna,Lazio,0,0,2.9,3.35,2.76,NA,NA,NA,NA,draw,DRAW,
r9TPNY8b/,/soccer/spain/primera-division-2012-2013/rayo-vallecano-zaragoza-r9TPNY8b/,TRUE,10/12/2012,SP1,2013,spain,Rayo Vallecano,Real Zaragoza,0,2,2.27,3.57,3.55,NA,NA,NA,NA,away win,OUTLIER,FALSE
UwyqMfaI/,/soccer/italy/serie-a-2012-2013/sampdoria-udinese-UwyqMfaI/,TRUE,10/12/2012,I1,2013,italy,Sampdoria,Udinese,0,2,2.74,3.3,3,NA,NA,NA,NA,away win,OUTLIER,FALSE
vBufIfVK/,/soccer/england/premier-league-2012-2013/fulham-newcastle-utd-vBufIfVK/,FALSE,10/12/2012,E0,2013,england,Fulham,Newcastle,2,1,2.06,3.7,4,NA,NA,NA,NA,home win,FAVORITE,TRUE
dbjcFei2/,/soccer/france/ligue-1-2012-2013/nice-rennes-dbjcFei2/,TRUE,11/12/2012,F1,2013,france,Nice,Stade Rennes,1,0,2.5,3.35,3.4,NA,NA,NA,NA,home win,FAVORITE,TRUE
I7igGyxd/,/soccer/france/ligue-1-2012-2013/lille-toulouse-I7igGyxd/,TRUE,11/12/2012,F1,2013,france,Lille,Toulouse,2,0,1.73,3.7,6.55,NA,NA,NA,NA,home win,FAVORITE,TRUE
pKWiywEL/,/soccer/france/ligue-1-2012-2013/valenciennes-paris-sg-pKWiywEL/,TRUE,11/12/2012,F1,2013,france,Valenciennes,Paris Saint-Germain,0,4,5.2,3.75,1.88,NA,NA,NA,NA,away win,FAVORITE,TRUE
pWzfhhg8/,/soccer/england/premier-league-2012-2013/sunderland-reading-pWzfhhg8/,FALSE,11/12/2012,E0,2013,england,Sunderland,Reading,3,0,1.94,3.75,4.59,NA,NA,NA,NA,home win,FAVORITE,TRUE
6TXmxJbF/,/soccer/france/ligue-1-2012-2013/brest-montpellier-6TXmxJbF/,TRUE,12/12/2012,F1,2013,france,Brest,Montpellier,1,2,3.9,3.25,2.29,NA,NA,NA,NA,away win,FAVORITE,TRUE
b3UuvuU2/,/soccer/france/ligue-1-2012-2013/lyon-nancy-b3UuvuU2/,TRUE,12/12/2012,F1,2013,france,Lyon,AS Nancy Lorraine,1,1,1.42,5.2,10,NA,NA,NA,NA,draw,DRAW,
C6CENJqM/,/soccer/france/ligue-1-2012-2013/ac-ajaccio-reims-C6CENJqM/,TRUE,12/12/2012,F1,2013,france,AC Ajaccio,Stade de Reims,2,0,1.92,3.45,5.56,NA,NA,NA,NA,home win,FAVORITE,TRUE
C6Yqwaq9/,/soccer/france/ligue-1-2012-2013/bastia-marseille-C6Yqwaq9/,TRUE,12/12/2012,F1,2013,france,Bastia,Marseille,1,2,3.99,3.5,2.18,NA,NA,NA,NA,away win,FAVORITE,TRUE
Q9GIMwaS/,/soccer/france/ligue-1-2012-2013/evian-tg-troyes-Q9GIMwaS/,TRUE,12/12/2012,F1,2013,france,Evian Thonon Gaillard,Troyes,2,0,1.84,3.8,5.31,NA,NA,NA,NA,home win,FAVORITE,TRUE
WjgoIc7q/,/soccer/france/ligue-1-2012-2013/lorient-sochaux-WjgoIc7q/,TRUE,12/12/2012,F1,2013,france,Lorient,Sochaux,2,0,1.64,4.09,6.8,NA,NA,NA,NA,home win,FAVORITE,TRUE
AshkHHMk/,/soccer/france/ligue-1-2012-2013/bordeaux-st-etienne-AshkHHMk/,TRUE,13/12/2012,F1,2013,france,Bordeaux,St Etienne,0,0,2.38,3.2,3.76,NA,NA,NA,NA,draw,DRAW,
b9gIW50S/,/soccer/germany/bundesliga-2012-2013/bayern-munich-b-monchengladbach-b9gIW50S/,TRUE,14/12/2012,D1,2013,germany,Bayern Munich,Borussia Monchengladbach,1,1,1.2,8.56,18.34,NA,NA,NA,NA,draw,DRAW,
pYBQkxTE/,/soccer/france/ligue-1-2012-2013/rennes-valenciennes-pYBQkxTE/,TRUE,14/12/2012,F1,2013,france,Stade Rennes,Valenciennes,2,0,2.14,3.4,4.41,NA,NA,NA,NA,home win,FAVORITE,TRUE
2eurmRp9/,/soccer/germany/bundesliga-2012-2013/mainz-vfb-stuttgart-2eurmRp9/,TRUE,15/12/2012,D1,2013,germany,Mainz,VfB Stuttgart,3,1,2.27,3.8,3.38,NA,NA,NA,NA,home win,FAVORITE,TRUE
2JqaxYNi/,/soccer/spain/primera-division-2012-2013/getafe-osasuna-2JqaxYNi/,TRUE,15/12/2012,SP1,2013,spain,Getafe,Osasuna,1,1,2.02,3.5,4.65,NA,NA,NA,NA,draw,DRAW,
6sDMjID8/,/soccer/france/ligue-1-2012-2013/reims-lille-6sDMjID8/,TRUE,15/12/2012,F1,2013,france,Stade de Reims,Lille,1,1,4.94,3.6,1.92,NA,NA,NA,NA,draw,DRAW,
Ae1xtkji/,/soccer/italy/serie-a-2012-2013/udinese-palermo-Ae1xtkji/,TRUE,15/12/2012,I1,2013,italy,Udinese,Palermo,1,1,1.88,3.75,5.2,NA,NA,NA,NA,draw,DRAW,
bNYjo5FL/,/soccer/germany/bundesliga-2012-2013/dusseldorf-hannover-bNYjo5FL/,TRUE,15/12/2012,D1,2013,germany,Fortuna Dusseldorf,Hannover 96,2,1,3.23,3.45,2.48,NA,NA,NA,NA,home win,OUTLIER,FALSE
bow8zCh4/,/soccer/spain/primera-division-2012-2013/sevilla-malaga-bow8zCh4/,TRUE,15/12/2012,SP1,2013,spain,Sevilla,Malaga,0,2,2.1,3.75,4,NA,NA,NA,NA,away win,OUTLIER,FALSE
bRCSUzik/,/soccer/france/ligue-1-2012-2013/troyes-ac-ajaccio-bRCSUzik/,TRUE,15/12/2012,F1,2013,france,Troyes,AC Ajaccio,3,2,2.48,3.3,3.37,NA,NA,NA,NA,home win,FAVORITE,TRUE
CGZhQ3wd/,/soccer/germany/bundesliga-2012-2013/wolfsburg-eintracht-frankfurt-CGZhQ3wd/,TRUE,15/12/2012,D1,2013,germany,VfL Wolfsburg,Eintracht Frankfurt,0,2,2.12,3.77,3.8,NA,NA,NA,NA,away win,OUTLIER,FALSE
COaXVDaK/,/soccer/england/premier-league-2012-2013/newcastle-utd-manchester-city-COaXVDaK/,FALSE,15/12/2012,E0,2013,england,Newcastle,Manchester City,1,3,6.1,4.3,1.67,NA,NA,NA,NA,away win,FAVORITE,TRUE
dCVVTf6e/,/soccer/france/ligue-1-2012-2013/sochaux-brest-dCVVTf6e/,TRUE,15/12/2012,F1,2013,france,Sochaux,Brest,1,2,2.36,3.27,3.7,NA,NA,NA,NA,away win,OUTLIER,FALSE
IRJvSYz8/,/soccer/france/ligue-1-2012-2013/nice-evian-tg-IRJvSYz8/,TRUE,15/12/2012,F1,2013,france,Nice,Evian Thonon Gaillard,3,2,2.04,3.5,4.43,NA,NA,NA,NA,home win,FAVORITE,TRUE
j1opSP8q/,/soccer/germany/bundesliga-2012-2013/schalke-freiburg-j1opSP8q/,TRUE,15/12/2012,D1,2013,germany,Schalke 04,SC Freiburg,1,3,1.7,4.2,6,NA,NA,NA,NA,away win,OUTLIER,FALSE
Kfv4yhwb/,/soccer/spain/primera-division-2012-2013/granada-cf-real-sociedad-Kfv4yhwb/,TRUE,15/12/2012,SP1,2013,spain,Granada,Real Sociedad,0,0,2.72,3.6,2.9,NA,NA,NA,NA,draw,DRAW,
KUCo8A7D/,/soccer/england/premier-league-2012-2013/liverpool-aston-villa-KUCo8A7D/,FALSE,15/12/2012,E0,2013,england,Liverpool,Aston Villa,1,3,1.4,5.36,10.26,NA,NA,NA,NA,away win,OUTLIER,FALSE
KWZnno0F/,/soccer/germany/bundesliga-2012-2013/greuther-furth-augsburg-KWZnno0F/,TRUE,15/12/2012,D1,2013,germany,SpVgg Greuther Furth,FC Augsburg,1,1,2.54,3.4,3.12,NA,NA,NA,NA,draw,DRAW,
O0dIzfEB/,/soccer/italy/serie-a-2012-2013/lazio-inter-O0dIzfEB/,TRUE,15/12/2012,I1,2013,italy,Lazio,Internazionale,1,0,2.54,3.56,3.15,NA,NA,NA,NA,home win,FAVORITE,TRUE
OGbBOVif/,/soccer/england/premier-league-2012-2013/stoke-city-everton-OGbBOVif/,FALSE,15/12/2012,E0,2013,england,Stoke City,Everton,1,1,3.5,3.2,2.5,NA,NA,NA,NA,draw,DRAW,
Sd1VldrL/,/soccer/france/ligue-1-2012-2013/toulouse-marseille-Sd1VldrL/,TRUE,15/12/2012,F1,2013,france,Toulouse,Marseille,0,1,2.72,3.26,3.05,NA,NA,NA,NA,away win,OUTLIER,FALSE
UafxVXEQ/,/soccer/england/premier-league-2012-2013/norwich-wigan-UafxVXEQ/,FALSE,15/12/2012,E0,2013,england,Norwich City,Wigan,2,1,2.38,3.57,3.35,NA,NA,NA,NA,home win,FAVORITE,TRUE
UiplRqOk/,/soccer/germany/bundesliga-2012-2013/bayer-leverkusen-hamburger-UiplRqOk/,TRUE,15/12/2012,D1,2013,germany,Bayer Leverkusen,Hamburg SV,3,0,1.65,4.4,5.9,NA,NA,NA,NA,home win,FAVORITE,TRUE
vyLzTEL1/,/soccer/france/ligue-1-2012-2013/montpellier-bastia-vyLzTEL1/,TRUE,15/12/2012,F1,2013,france,Montpellier,Bastia,4,0,1.51,4.5,8.19,NA,NA,NA,NA,home win,FAVORITE,TRUE
W8t4QiNs/,/soccer/england/premier-league-2012-2013/qpr-fulham-W8t4QiNs/,FALSE,15/12/2012,E0,2013,england,QPR,Fulham,2,1,2.71,3.6,2.82,NA,NA,NA,NA,home win,FAVORITE,TRUE
Y35oJANT/,/soccer/spain/primera-division-2012-2013/mallorca-ath-bilbao-Y35oJANT/,TRUE,15/12/2012,SP1,2013,spain,Mallorca,Athletic Bilbao,0,1,2.54,3.7,3,NA,NA,NA,NA,away win,OUTLIER,FALSE
YX0TWgpE/,/soccer/england/premier-league-2012-2013/manchester-united-sunderland-YX0TWgpE/,FALSE,15/12/2012,E0,2013,england,Manchester Utd,Sunderland,3,1,1.23,7.72,16,NA,NA,NA,NA,home win,FAVORITE,TRUE
