id_odsp,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n,match result,betting result,bookmaker correct?
2eRdzcTR/,/soccer/france/ligue-1-2012-2013/nancy-bordeaux-2eRdzcTR/,TRUE,16/12/2012,F1,2013,france,AS Nancy Lorraine,Bordeaux,1,1,3.02,3.26,2.72,NA,NA,NA,NA,draw,DRAW,
2ieMZDTH/,/soccer/italy/serie-a-2012-2013/ac-milan-pescara-2ieMZDTH/,TRUE,16/12/2012,I1,2013,italy,AC Milan,US Pescara,4,1,1.2,8,20,NA,NA,NA,NA,home win,FAVORITE,TRUE
44DOVGyq/,/soccer/france/ligue-1-2012-2013/st-etienne-lorient-44DOVGyq/,TRUE,16/12/2012,F1,2013,france,St Etienne,Lorient,0,2,1.75,4,5.6,NA,NA,NA,NA,away win,OUTLIER,FALSE
6ulGNk70/,/soccer/england/premier-league-2012-2013/west-brom-west-ham-6ulGNk70/,FALSE,16/12/2012,E0,2013,england,West Brom,West Ham,0,0,2.08,3.7,4.15,NA,NA,NA,NA,draw,DRAW,
A1hdPNh2/,/soccer/germany/bundesliga-2012-2013/werder-bremen-nurnberg-A1hdPNh2/,TRUE,16/12/2012,D1,2013,germany,Werder Bremen,Nurnberg,1,1,1.86,3.95,4.7,NA,NA,NA,NA,draw,DRAW,
APdDEUVp/,/soccer/spain/primera-division-2012-2013/zaragoza-levante-APdDEUVp/,TRUE,16/12/2012,SP1,2013,spain,Real Zaragoza,Levante,0,1,2.14,3.45,4,NA,NA,NA,NA,away win,OUTLIER,FALSE
ClHxLWhH/,/soccer/spain/primera-division-2012-2013/barcelona-atl-madrid-ClHxLWhH/,TRUE,16/12/2012,SP1,2013,spain,Barcelona,Atletico Madrid,4,1,1.37,5.9,9.19,NA,NA,NA,NA,home win,FAVORITE,TRUE
dhDfH5Dj/,/soccer/italy/serie-a-2012-2013/parma-cagliari-dhDfH5Dj/,TRUE,16/12/2012,I1,2013,italy,Parma,Cagliari,4,1,2.14,3.47,4.05,NA,NA,NA,NA,home win,FAVORITE,TRUE
fL85wdUh/,/soccer/italy/serie-a-2012-2013/fiorentina-siena-fL85wdUh/,TRUE,16/12/2012,I1,2013,italy,Fiorentina,Siena,4,1,1.45,4.59,10.11,NA,NA,NA,NA,home win,FAVORITE,TRUE
GzcEyza5/,/soccer/italy/serie-a-2012-2013/juventus-atalanta-GzcEyza5/,TRUE,16/12/2012,I1,2013,italy,Juventus,Atalanta,3,0,1.26,6.4,17.03,NA,NA,NA,NA,home win,FAVORITE,TRUE
ne5cuIat/,/soccer/italy/serie-a-2012-2013/catania-sampdoria-ne5cuIat/,TRUE,16/12/2012,I1,2013,italy,Catania,Sampdoria,3,1,1.92,3.6,4.9,NA,NA,NA,NA,home win,FAVORITE,TRUE
O4tvl7V2/,/soccer/germany/bundesliga-2012-2013/hoffenheim-dortmund-O4tvl7V2/,TRUE,16/12/2012,D1,2013,germany,TSG Hoffenheim,Borussia Dortmund,1,3,7.1,4.7,1.54,NA,NA,NA,NA,away win,FAVORITE,TRUE
OSpewE8o/,/soccer/spain/primera-division-2012-2013/valencia-rayo-vallecano-OSpewE8o/,TRUE,16/12/2012,SP1,2013,spain,Valencia,Rayo Vallecano,0,1,1.44,5.4,8.19,NA,NA,NA,NA,away win,OUTLIER,FALSE
QXIUMhO4/,/soccer/spain/primera-division-2012-2013/real-madrid-espanyol-QXIUMhO4/,TRUE,16/12/2012,SP1,2013,spain,Real Madrid,Espanyol,2,2,1.11,13.32,31,NA,NA,NA,NA,draw,DRAW,
rk9jIobp/,/soccer/italy/serie-a-2012-2013/napoli-bologna-rk9jIobp/,TRUE,16/12/2012,I1,2013,italy,Napoli,Bologna,2,3,1.45,5,9.8,NA,NA,NA,NA,away win,OUTLIER,FALSE
t05ZmGcR/,/soccer/france/ligue-1-2012-2013/paris-sg-lyon-t05ZmGcR/,TRUE,16/12/2012,F1,2013,france,Paris Saint-Germain,Lyon,1,0,1.6,4.21,6.8,NA,NA,NA,NA,home win,FAVORITE,TRUE
tI41vxFn/,/soccer/italy/serie-a-2012-2013/chievo-as-roma-tI41vxFn/,TRUE,16/12/2012,I1,2013,italy,Chievo Verona,AS Roma,1,0,4.09,4.12,1.95,NA,NA,NA,NA,home win,OUTLIER,FALSE
UTNZ7snP/,/soccer/england/premier-league-2012-2013/tottenham-swansea-UTNZ7snP/,FALSE,16/12/2012,E0,2013,england,Tottenham,Swansea,1,0,1.73,4.01,5.8,NA,NA,NA,NA,home win,FAVORITE,TRUE
xpbAxGqa/,/soccer/italy/serie-a-2012-2013/genoa-torino-xpbAxGqa/,TRUE,16/12/2012,I1,2013,italy,Genoa,Torino,1,1,2.6,3.42,3.1,NA,NA,NA,NA,draw,DRAW,
4OHYLCwB/,/soccer/spain/primera-division-2012-2013/dep-la-coruna-valladolid-4OHYLCwB/,TRUE,17/12/2012,SP1,2013,spain,Deportivo La Coruna,Real Valladolid,0,0,2.25,3.65,3.57,NA,NA,NA,NA,draw,DRAW,
juGtKj8N/,/soccer/spain/primera-division-2012-2013/celta-vigo-betis-juGtKj8N/,TRUE,17/12/2012,SP1,2013,spain,Celta Vigo,Real Betis,0,1,2.08,3.7,4,NA,NA,NA,NA,away win,OUTLIER,FALSE
QVu8PBxl/,/soccer/england/premier-league-2012-2013/reading-arsenal-QVu8PBxl/,FALSE,17/12/2012,E0,2013,england,Reading,Arsenal,2,5,6.5,4.5,1.62,NA,NA,NA,NA,away win,FAVORITE,TRUE
6Tijz3bL/,/soccer/spain/primera-division-2012-2013/rayo-vallecano-levante-6Tijz3bL/,TRUE,20/12/2012,SP1,2013,spain,Rayo Vallecano,Levante,3,0,2.44,3.55,3.41,NA,NA,NA,NA,home win,FAVORITE,TRUE
vHCiF1Me/,/soccer/spain/primera-division-2012-2013/espanyol-dep-la-coruna-vHCiF1Me/,TRUE,20/12/2012,SP1,2013,spain,Espanyol,Deportivo La Coruna,2,0,2.08,3.55,4.2,NA,NA,NA,NA,home win,FAVORITE,TRUE
Wj9qHNiq/,/soccer/spain/primera-division-2012-2013/real-sociedad-sevilla-Wj9qHNiq/,TRUE,20/12/2012,SP1,2013,spain,Real Sociedad,Sevilla,2,1,2.46,3.5,3.21,NA,NA,NA,NA,home win,FAVORITE,TRUE
h8xCZV7A/,/soccer/spain/primera-division-2012-2013/valencia-getafe-h8xCZV7A/,TRUE,21/12/2012,SP1,2013,spain,Valencia,Getafe,4,2,1.76,3.95,6.05,NA,NA,NA,NA,home win,FAVORITE,TRUE
KCkvw5E2/,/soccer/spain/primera-division-2012-2013/atl-madrid-celta-vigo-KCkvw5E2/,TRUE,21/12/2012,SP1,2013,spain,Atletico Madrid,Celta Vigo,1,0,1.36,5.6,12,NA,NA,NA,NA,home win,FAVORITE,TRUE
pEgkwmzA/,/soccer/italy/serie-a-2012-2013/cagliari-juventus-pEgkwmzA/,TRUE,21/12/2012,I1,2013,italy,Cagliari,Juventus,1,3,11,5.2,1.53,NA,NA,NA,NA,away win,FAVORITE,TRUE
tQpBvfzK/,/soccer/france/ligue-1-2012-2013/brest-paris-sg-tQpBvfzK/,TRUE,21/12/2012,F1,2013,france,Brest,Paris Saint-Germain,0,3,9.6,4.59,1.7,NA,NA,NA,NA,away win,FAVORITE,TRUE
YZo2zoKS/,/soccer/italy/serie-a-2012-2013/pescara-catania-YZo2zoKS/,TRUE,21/12/2012,I1,2013,italy,US Pescara,Catania,2,1,3.45,3.48,2.36,NA,NA,NA,NA,home win,OUTLIER,FALSE
2Zo7uzLD/,/soccer/france/ligue-1-2012-2013/bastia-nancy-2Zo7uzLD/,TRUE,22/12/2012,F1,2013,france,Bastia,AS Nancy Lorraine,4,2,2.6,3.45,3.7,NA,NA,NA,NA,home win,FAVORITE,TRUE
4bAEvCKD/,/soccer/france/ligue-1-2012-2013/lyon-nice-4bAEvCKD/,TRUE,22/12/2012,F1,2013,france,Lyon,Nice,3,0,1.77,3.9,5.85,NA,NA,NA,NA,home win,FAVORITE,TRUE
4IxYUOsj/,/soccer/italy/serie-a-2012-2013/sampdoria-lazio-4IxYUOsj/,TRUE,22/12/2012,I1,2013,italy,Sampdoria,Lazio,0,1,3.2,3.35,2.52,NA,NA,NA,NA,away win,FAVORITE,TRUE
4zKpwV6m/,/soccer/england/premier-league-2012-2013/west-brom-norwich-4zKpwV6m/,FALSE,22/12/2012,E0,2013,england,West Brom,Norwich City,2,1,2.1,3.55,4,NA,NA,NA,NA,home win,FAVORITE,TRUE
6NfovTK3/,/soccer/italy/serie-a-2012-2013/bologna-parma-6NfovTK3/,TRUE,22/12/2012,I1,2013,italy,Bologna,Parma,1,2,2.4,3.42,3.45,NA,NA,NA,NA,away win,OUTLIER,FALSE
84YEriqQ/,/soccer/england/premier-league-2012-2013/southampton-sunderland-84YEriqQ/,FALSE,22/12/2012,E0,2013,england,Southampton,Sunderland,0,1,2.17,3.5,4,NA,NA,NA,NA,away win,OUTLIER,FALSE
As8mGs7k/,/soccer/spain/primera-division-2012-2013/malaga-real-madrid-As8mGs7k/,TRUE,22/12/2012,SP1,2013,spain,Malaga,Real Madrid,3,2,5.75,4.15,1.81,NA,NA,NA,NA,home win,OUTLIER,FALSE
buh1qz6r/,/soccer/france/ligue-1-2012-2013/ac-ajaccio-rennes-buh1qz6r/,TRUE,22/12/2012,F1,2013,france,AC Ajaccio,Stade Rennes,2,4,2.88,3.35,2.88,NA,NA,NA,NA,away win,OUTLIER,FALSE
dY66tYk1/,/soccer/france/ligue-1-2012-2013/lille-montpellier-dY66tYk1/,TRUE,22/12/2012,F1,2013,france,Lille,Montpellier,4,1,2.1,3.4,4.8,NA,NA,NA,NA,home win,FAVORITE,TRUE
E5iOLTyD/,/soccer/england/premier-league-2012-2013/liverpool-fulham-E5iOLTyD/,FALSE,22/12/2012,E0,2013,england,Liverpool,Fulham,4,0,1.53,4.8,8.41,NA,NA,NA,NA,home win,FAVORITE,TRUE
f1UAqXTJ/,/soccer/england/premier-league-2012-2013/newcastle-utd-qpr-f1UAqXTJ/,FALSE,22/12/2012,E0,2013,england,Newcastle,QPR,1,0,2.2,3.5,3.9,NA,NA,NA,NA,home win,FAVORITE,TRUE
hdjSKmiJ/,/soccer/england/premier-league-2012-2013/manchester-city-reading-hdjSKmiJ/,FALSE,22/12/2012,E0,2013,england,Manchester City,Reading,1,0,1.14,11,26,NA,NA,NA,NA,home win,FAVORITE,TRUE
I7BeELy2/,/soccer/spain/primera-division-2012-2013/valladolid-barcelona-I7BeELy2/,TRUE,22/12/2012,SP1,2013,spain,Real Valladolid,Barcelona,1,3,15,6.5,1.31,NA,NA,NA,NA,away win,FAVORITE,TRUE
Is82sEze/,/soccer/france/ligue-1-2012-2013/bordeaux-troyes-Is82sEze/,TRUE,22/12/2012,F1,2013,france,Bordeaux,Troyes,0,0,1.58,4.15,8.5,NA,NA,NA,NA,draw,DRAW,
jBdcyR4M/,/soccer/italy/serie-a-2012-2013/palermo-fiorentina-jBdcyR4M/,TRUE,22/12/2012,I1,2013,italy,Palermo,Fiorentina,0,3,3.15,3.41,2.54,NA,NA,NA,NA,away win,FAVORITE,TRUE
jgeFYkNG/,/soccer/spain/primera-division-2012-2013/osasuna-granada-cf-jgeFYkNG/,TRUE,22/12/2012,SP1,2013,spain,Osasuna,Granada,1,2,1.96,3.55,4.7,NA,NA,NA,NA,away win,OUTLIER,FALSE
ln0tu95c/,/soccer/italy/serie-a-2012-2013/atalanta-udinese-ln0tu95c/,TRUE,22/12/2012,I1,2013,italy,Atalanta,Udinese,1,1,2.27,3.4,3.76,NA,NA,NA,NA,draw,DRAW,
Oxzny9y0/,/soccer/england/premier-league-2012-2013/wigan-arsenal-Oxzny9y0/,FALSE,22/12/2012,E0,2013,england,Wigan,Arsenal,0,1,5,4,1.83,NA,NA,NA,NA,away win,FAVORITE,TRUE
pEFKhSZd/,/soccer/italy/serie-a-2012-2013/torino-chievo-pEFKhSZd/,TRUE,22/12/2012,I1,2013,italy,Torino,Chievo Verona,2,0,2.35,3.29,3.8,NA,NA,NA,NA,home win,FAVORITE,TRUE
pnyrxkMg/,/soccer/england/premier-league-2012-2013/west-ham-everton-pnyrxkMg/,FALSE,22/12/2012,E0,2013,england,West Ham,Everton,1,2,3.15,3.35,2.63,NA,NA,NA,NA,away win,FAVORITE,TRUE
QqLtvBis/,/soccer/england/premier-league-2012-2013/tottenham-stoke-city-QqLtvBis/,FALSE,22/12/2012,E0,2013,england,Tottenham,Stoke City,0,0,1.67,4,6.92,NA,NA,NA,NA,draw,DRAW,
r9yxUrcd/,/soccer/italy/serie-a-2012-2013/siena-napoli-r9yxUrcd/,TRUE,22/12/2012,I1,2013,italy,Siena,Napoli,0,2,4.59,3.6,1.96,NA,NA,NA,NA,away win,FAVORITE,TRUE
SxgnyqqF/,/soccer/spain/primera-division-2012-2013/ath-bilbao-zaragoza-SxgnyqqF/,TRUE,22/12/2012,SP1,2013,spain,Athletic Bilbao,Real Zaragoza,0,2,2.04,3.65,4.5,NA,NA,NA,NA,away win,OUTLIER,FALSE
vyggx7kG/,/soccer/italy/serie-a-2012-2013/inter-genoa-vyggx7kG/,TRUE,22/12/2012,I1,2013,italy,Internazionale,Genoa,1,1,1.4,5.5,10.5,NA,NA,NA,NA,draw,DRAW,
xWj5rfLl/,/soccer/france/ligue-1-2012-2013/lorient-reims-xWj5rfLl/,TRUE,22/12/2012,F1,2013,france,Lorient,Stade de Reims,2,2,1.62,4,7.5,NA,NA,NA,NA,draw,DRAW,
YFgrxPT8/,/soccer/spain/primera-division-2012-2013/betis-mallorca-YFgrxPT8/,TRUE,22/12/2012,SP1,2013,spain,Real Betis,Mallorca,1,2,1.79,3.94,5.46,NA,NA,NA,NA,away win,OUTLIER,FALSE
zqYTV4Sq/,/soccer/italy/serie-a-2012-2013/as-roma-ac-milan-zqYTV4Sq/,TRUE,22/12/2012,I1,2013,italy,AS Roma,AC Milan,4,2,2.27,3.92,3.26,NA,NA,NA,NA,home win,FAVORITE,TRUE
AakFwEkQ/,/soccer/france/ligue-1-2012-2013/toulouse-sochaux-AakFwEkQ/,TRUE,23/12/2012,F1,2013,france,Toulouse,Sochaux,2,0,1.64,4.15,7.66,NA,NA,NA,NA,home win,FAVORITE,TRUE
C8ysZXcs/,/soccer/france/ligue-1-2012-2013/valenciennes-evian-tg-C8ysZXcs/,TRUE,23/12/2012,F1,2013,france,Valenciennes,Evian Thonon Gaillard,2,1,1.98,4,5.09,NA,NA,NA,NA,home win,FAVORITE,TRUE
je6Auh57/,/soccer/france/ligue-1-2012-2013/marseille-st-etienne-je6Auh57/,TRUE,23/12/2012,F1,2013,france,Marseille,St Etienne,1,0,1.95,3.4,5.4,NA,NA,NA,NA,home win,FAVORITE,TRUE
pWnKM9M6/,/soccer/england/premier-league-2012-2013/chelsea-aston-villa-pWnKM9M6/,FALSE,23/12/2012,E0,2013,england,Chelsea,Aston Villa,8,0,1.38,5.9,10,NA,NA,NA,NA,home win,FAVORITE,TRUE
WxA131ft/,/soccer/england/premier-league-2012-2013/swansea-manchester-united-WxA131ft/,FALSE,23/12/2012,E0,2013,england,Swansea,Manchester Utd,1,1,5.5,4,1.8,NA,NA,NA,NA,draw,DRAW,
E1a62L9n/,/soccer/england/premier-league-2012-2013/reading-swansea-E1a62L9n/,FALSE,26/12/2012,E0,2013,england,Reading,Swansea,0,0,3.05,3.6,2.65,NA,NA,NA,NA,draw,DRAW,
ERSbY6LI/,/soccer/england/premier-league-2012-2013/everton-wigan-ERSbY6LI/,FALSE,26/12/2012,E0,2013,england,Everton,Wigan,2,1,1.67,4.25,8.5,NA,NA,NA,NA,home win,FAVORITE,TRUE
hIR2XQzP/,/soccer/england/premier-league-2012-2013/fulham-southampton-hIR2XQzP/,FALSE,26/12/2012,E0,2013,england,Fulham,Southampton,1,1,2,3.7,4.5,NA,NA,NA,NA,draw,DRAW,
Q5dHjlym/,/soccer/england/premier-league-2012-2013/qpr-west-brom-Q5dHjlym/,FALSE,26/12/2012,E0,2013,england,QPR,West Brom,1,2,2.5,3.6,3.15,NA,NA,NA,NA,away win,OUTLIER,FALSE
rs7CiULt/,/soccer/england/premier-league-2012-2013/norwich-chelsea-rs7CiULt/,FALSE,26/12/2012,E0,2013,england,Norwich City,Chelsea,0,1,6.28,4.2,1.73,NA,NA,NA,NA,away win,FAVORITE,TRUE
tYKpdADP/,/soccer/england/premier-league-2012-2013/manchester-united-newcastle-utd-tYKpdADP/,FALSE,26/12/2012,E0,2013,england,Manchester Utd,Newcastle,4,3,1.3,6.6,12.73,NA,NA,NA,NA,home win,FAVORITE,TRUE
W2aPlS5a/,/soccer/england/premier-league-2012-2013/sunderland-manchester-city-W2aPlS5a/,FALSE,26/12/2012,E0,2013,england,Sunderland,Manchester City,1,0,7.46,4.45,1.57,NA,NA,NA,NA,home win,OUTLIER,FALSE
W2wfZn6C/,/soccer/england/premier-league-2012-2013/aston-villa-tottenham-W2wfZn6C/,FALSE,26/12/2012,E0,2013,england,Aston Villa,Tottenham,0,4,4.5,3.75,2.04,NA,NA,NA,NA,away win,FAVORITE,TRUE
xt0Lk8jg/,/soccer/england/premier-league-2012-2013/stoke-city-liverpool-xt0Lk8jg/,FALSE,26/12/2012,E0,2013,england,Stoke City,Liverpool,3,1,4.15,3.35,2.25,NA,NA,NA,NA,home win,OUTLIER,FALSE
AgbTmnL5/,/soccer/england/premier-league-2012-2013/arsenal-newcastle-utd-AgbTmnL5/,FALSE,29/12/2012,E0,2013,england,Arsenal,Newcastle,7,3,1.57,5,8.25,NA,NA,NA,NA,home win,FAVORITE,TRUE
bHF5UcKp/,/soccer/england/premier-league-2012-2013/manchester-united-west-brom-bHF5UcKp/,FALSE,29/12/2012,E0,2013,england,Manchester Utd,West Brom,2,0,1.33,6,11.3,NA,NA,NA,NA,home win,FAVORITE,TRUE
CKJ9THZj/,/soccer/england/premier-league-2012-2013/norwich-manchester-city-CKJ9THZj/,FALSE,29/12/2012,E0,2013,england,Norwich City,Manchester City,3,4,7.2,4.47,1.59,NA,NA,NA,NA,away win,FAVORITE,TRUE
fqqfyUhc/,/soccer/england/premier-league-2012-2013/reading-west-ham-fqqfyUhc/,FALSE,29/12/2012,E0,2013,england,Reading,West Ham,1,0,2.96,3.45,2.75,NA,NA,NA,NA,home win,OUTLIER,FALSE
lKcczl83/,/soccer/england/premier-league-2012-2013/stoke-city-southampton-lKcczl83/,FALSE,29/12/2012,E0,2013,england,Stoke City,Southampton,3,3,2,3.6,4.59,NA,NA,NA,NA,draw,DRAW,
S43A1uPh/,/soccer/england/premier-league-2012-2013/fulham-swansea-S43A1uPh/,FALSE,29/12/2012,E0,2013,england,Fulham,Swansea,1,2,2.34,3.55,4,NA,NA,NA,NA,away win,OUTLIER,FALSE
SAd1Z7N9/,/soccer/england/premier-league-2012-2013/sunderland-tottenham-SAd1Z7N9/,FALSE,29/12/2012,E0,2013,england,Sunderland,Tottenham,1,2,3.8,3.35,2.25,NA,NA,NA,NA,away win,FAVORITE,TRUE
SUhYn6zC/,/soccer/england/premier-league-2012-2013/aston-villa-wigan-SUhYn6zC/,FALSE,29/12/2012,E0,2013,england,Aston Villa,Wigan,0,3,2.91,3.4,4,NA,NA,NA,NA,away win,OUTLIER,FALSE
6LixnQkI/,/soccer/england/premier-league-2012-2013/everton-chelsea-6LixnQkI/,FALSE,30/12/2012,E0,2013,england,Everton,Chelsea,1,2,3.35,3.55,2.6,NA,NA,NA,NA,away win,FAVORITE,TRUE
GhpjxAwi/,/soccer/england/premier-league-2012-2013/qpr-liverpool-GhpjxAwi/,FALSE,30/12/2012,E0,2013,england,QPR,Liverpool,0,3,4.59,4.05,2,NA,NA,NA,NA,away win,FAVORITE,TRUE
GzVlQ3pd/,/soccer/england/premier-league-2012-2013/tottenham-reading-GzVlQ3pd/,FALSE,01/01/2013,E0,2013,england,Tottenham,Reading,3,1,1.36,5.6,12,NA,NA,NA,NA,home win,FAVORITE,TRUE
IakEW57S/,/soccer/england/premier-league-2012-2013/manchester-city-stoke-city-IakEW57S/,FALSE,01/01/2013,E0,2013,england,Manchester City,Stoke City,3,0,1.36,5.4,12.93,NA,NA,NA,NA,home win,FAVORITE,TRUE
MR2E0ava/,/soccer/england/premier-league-2012-2013/swansea-aston-villa-MR2E0ava/,FALSE,01/01/2013,E0,2013,england,Swansea,Aston Villa,2,2,1.67,4.2,6.26,NA,NA,NA,NA,draw,DRAW,
OxCumRi9/,/soccer/england/premier-league-2012-2013/wigan-manchester-united-OxCumRi9/,FALSE,01/01/2013,E0,2013,england,Wigan,Manchester Utd,0,4,5.2,3.95,1.79,NA,NA,NA,NA,away win,FAVORITE,TRUE
tEMzl7x3/,/soccer/england/premier-league-2012-2013/west-ham-norwich-tEMzl7x3/,FALSE,01/01/2013,E0,2013,england,West Ham,Norwich City,2,1,2.04,3.65,4.3,NA,NA,NA,NA,home win,FAVORITE,TRUE
UwJWlmNd/,/soccer/england/premier-league-2012-2013/west-brom-fulham-UwJWlmNd/,FALSE,01/01/2013,E0,2013,england,West Brom,Fulham,1,2,2.02,3.7,4.25,NA,NA,NA,NA,away win,OUTLIER,FALSE
xpWpRqVk/,/soccer/england/premier-league-2012-2013/southampton-arsenal-xpWpRqVk/,FALSE,01/01/2013,E0,2013,england,Southampton,Arsenal,1,1,5.4,4.3,1.73,NA,NA,NA,NA,draw,DRAW,
AZo6YRxG/,/soccer/england/premier-league-2012-2013/chelsea-qpr-AZo6YRxG/,FALSE,02/01/2013,E0,2013,england,Chelsea,QPR,0,1,1.31,6.5,15,NA,NA,NA,NA,away win,OUTLIER,FALSE
K8ytSPFq/,/soccer/england/premier-league-2012-2013/newcastle-utd-everton-K8ytSPFq/,FALSE,02/01/2013,E0,2013,england,Newcastle,Everton,1,2,3.9,3.5,2.16,NA,NA,NA,NA,away win,FAVORITE,TRUE
OxjAXohM/,/soccer/england/premier-league-2012-2013/liverpool-sunderland-OxjAXohM/,FALSE,02/01/2013,E0,2013,england,Liverpool,Sunderland,3,0,1.4,5.5,9.9,NA,NA,NA,NA,home win,FAVORITE,TRUE
SbUMmMSK/,/soccer/spain/primera-division-2012-2013/zaragoza-betis-SbUMmMSK/,TRUE,04/01/2013,SP1,2013,spain,Real Zaragoza,Real Betis,1,2,2.29,3.5,3.6,NA,NA,NA,NA,away win,OUTLIER,FALSE
bHJOink3/,/soccer/italy/serie-a-2012-2013/catania-torino-bHJOink3/,TRUE,05/01/2013,I1,2013,italy,Catania,Torino,0,0,1.97,3.45,4.8,NA,NA,NA,NA,draw,DRAW,
fNZbqOdq/,/soccer/italy/serie-a-2012-2013/lazio-cagliari-fNZbqOdq/,TRUE,05/01/2013,I1,2013,italy,Lazio,Cagliari,2,1,1.57,4.4,7.8,NA,NA,NA,NA,home win,FAVORITE,TRUE
lleFUtMr/,/soccer/spain/primera-division-2012-2013/granada-cf-valencia-lleFUtMr/,TRUE,05/01/2013,SP1,2013,spain,Granada,Valencia,1,2,3.3,3.5,2.46,NA,NA,NA,NA,away win,FAVORITE,TRUE
rBfJT0yk/,/soccer/spain/primera-division-2012-2013/sevilla-osasuna-rBfJT0yk/,TRUE,05/01/2013,SP1,2013,spain,Sevilla,Osasuna,1,0,1.55,4.7,8.03,NA,NA,NA,NA,home win,FAVORITE,TRUE
vwlSRv61/,/soccer/spain/primera-division-2012-2013/dep-la-coruna-malaga-vwlSRv61/,TRUE,05/01/2013,SP1,2013,spain,Deportivo La Coruna,Malaga,1,0,3.25,3.8,2.39,NA,NA,NA,NA,home win,OUTLIER,FALSE
vZXQntrR/,/soccer/spain/primera-division-2012-2013/levante-ath-bilbao-vZXQntrR/,TRUE,05/01/2013,SP1,2013,spain,Levante,Athletic Bilbao,3,1,2.56,3.5,3.15,NA,NA,NA,NA,home win,FAVORITE,TRUE
6qtEkrb8/,/soccer/spain/primera-division-2012-2013/celta-vigo-valladolid-6qtEkrb8/,TRUE,06/01/2013,SP1,2013,spain,Celta Vigo,Real Valladolid,3,1,1.95,3.75,5.6,NA,NA,NA,NA,home win,FAVORITE,TRUE
8Qw3rrCk/,/soccer/italy/serie-a-2012-2013/ac-milan-siena-8Qw3rrCk/,TRUE,06/01/2013,I1,2013,italy,AC Milan,Siena,2,1,1.35,5.6,12.11,NA,NA,NA,NA,home win,FAVORITE,TRUE
bilTlpZL/,/soccer/italy/serie-a-2012-2013/genoa-bologna-bilTlpZL/,TRUE,06/01/2013,I1,2013,italy,Genoa,Bologna,2,0,2.42,3.35,3.45,NA,NA,NA,NA,home win,FAVORITE,TRUE
dEbNSKje/,/soccer/spain/primera-division-2012-2013/real-madrid-real-sociedad-dEbNSKje/,TRUE,06/01/2013,SP1,2013,spain,Real Madrid,Real Sociedad,4,3,1.31,8.5,18,NA,NA,NA,NA,home win,FAVORITE,TRUE
hvJSj649/,/soccer/italy/serie-a-2012-2013/chievo-atalanta-hvJSj649/,TRUE,06/01/2013,I1,2013,italy,Chievo Verona,Atalanta,1,0,2.58,3.2,3.45,NA,NA,NA,NA,home win,FAVORITE,TRUE
IeLg55J2/,/soccer/italy/serie-a-2012-2013/udinese-inter-IeLg55J2/,TRUE,06/01/2013,I1,2013,italy,Udinese,Internazionale,3,0,2.85,3.45,2.9,NA,NA,NA,NA,home win,FAVORITE,TRUE
ITnWQbL7/,/soccer/spain/primera-division-2012-2013/barcelona-espanyol-ITnWQbL7/,TRUE,06/01/2013,SP1,2013,spain,Barcelona,Espanyol,4,0,1.12,14,29,NA,NA,NA,NA,home win,FAVORITE,TRUE
jkT7s2Re/,/soccer/italy/serie-a-2012-2013/napoli-as-roma-jkT7s2Re/,TRUE,06/01/2013,I1,2013,italy,Napoli,AS Roma,4,1,2.14,4,3.5,NA,NA,NA,NA,home win,FAVORITE,TRUE
pzuIl2DE/,/soccer/spain/primera-division-2012-2013/mallorca-atl-madrid-pzuIl2DE/,TRUE,06/01/2013,SP1,2013,spain,Mallorca,Atletico Madrid,1,1,4.4,3.65,2,NA,NA,NA,NA,draw,DRAW,
UuSBtMt2/,/soccer/italy/serie-a-2012-2013/parma-palermo-UuSBtMt2/,TRUE,06/01/2013,I1,2013,italy,Parma,Palermo,2,1,1.7,4.09,6.2,NA,NA,NA,NA,home win,FAVORITE,TRUE
WUHWkQJF/,/soccer/italy/serie-a-2012-2013/fiorentina-pescara-WUHWkQJF/,TRUE,06/01/2013,I1,2013,italy,Fiorentina,US Pescara,0,2,1.33,7.7,20,NA,NA,NA,NA,away win,OUTLIER,FALSE
xrmXm4lS/,/soccer/italy/serie-a-2012-2013/juventus-sampdoria-xrmXm4lS/,TRUE,06/01/2013,I1,2013,italy,Juventus,Sampdoria,1,2,1.27,7.4,21,NA,NA,NA,NA,away win,OUTLIER,FALSE
nu9mZMDR/,/soccer/spain/primera-division-2012-2013/rayo-vallecano-getafe-nu9mZMDR/,TRUE,07/01/2013,SP1,2013,spain,Rayo Vallecano,Getafe,3,1,2.29,3.6,3.55,NA,NA,NA,NA,home win,FAVORITE,TRUE
0SxIzoZo/,/soccer/france/ligue-1-2012-2013/paris-sg-ac-ajaccio-0SxIzoZo/,TRUE,11/01/2013,F1,2013,france,Paris Saint-Germain,AC Ajaccio,0,0,1.14,9.85,28.28,NA,NA,NA,NA,draw,DRAW,
67UkXBSg/,/soccer/france/ligue-1-2012-2013/st-etienne-toulouse-67UkXBSg/,TRUE,11/01/2013,F1,2013,france,St Etienne,Toulouse,2,2,2.02,3.4,4.66,NA,NA,NA,NA,draw,DRAW,
